date,tweet,relevance,topic,Palabras,procTweet,Rating,Sentimiento
2023-01-19 00:00:00,"Gracias, ya se ve reflejado. Solucionado. Gracias",0,misc,7,gracias  ve reflejado  solucionado  gracias,5,1.0
2023-01-20 00:00:00,"Listo, gracias!",0,misc,2,listo  gracias ,5,1.0
2023-01-20 00:00:00,Muchas gracias!,0,misc,2,muchas gracias ,5,1.0
2023-01-20 00:00:00,Los tkm :palo_de_corazones:,0,misc,3,tkm  palo_de_corazones ,5,1.0
2023-01-20 00:00:00,"Coesía de Anímense a sacar cuenta de Hey, muchas gracias por el regalo c:@nei_aokii",0,misc,14,coesía anímense sacar cuenta hey  muchas gracias regalo c  @ nei_aokii,5,1.0
2023-01-20 00:00:00,Cof cof también :corazón_rojo::corazón_rojo:,0,misc,4,cof cof  corazón_rojo  corazón_rojo ,1,0.0
2023-01-20 00:00:00,te lo súper recomiendo. Y no te cobran el plástico.,1,misc,10,súper recomiendo  cobran plástico ,5,1.0
2023-01-20 00:00:00,"Afounadamente, en México tenemos , que nos da el 10% de lo que tenemos en la cuenta! :señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio:",1,misc,18,afounadamente  méxico  da 10 % cuenta   señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio ,1,0.0
2023-01-21 00:00:00,"Muchas gracias por darme respuesta, ya se solucionó mi problema, excelente día!",0,misc,12,muchas gracias darme respuesta  solucionó problema  excelente día ,5,1.0
2023-01-23 00:00:00,Gracias !,0,misc,2,gracias ,5,1.0
2023-01-23 00:00:00,"Muchas gracias, el equipo de me ayudó a resolver el problema y me dieron la recompensa que gané.",1,misc,18,muchas gracias  equipo ayudó resolver problema dieron recompensa gané ,5,1.0
2023-01-23 00:00:00,Gracias ! Este mes me tocó boletoDorado,0,misc,7,gracias  me tocó boletodorado,5,1.0
2023-01-23 00:00:00,Bello!,0,misc,1,bello ,5,1.0
2023-01-23 00:00:00,Aún hay esperanza.. congrats !!,0,misc,5,aún esperanza  congrats  ,5,1.0
2023-01-24 00:00:00,Gracias :cara_feliz_con_ojos_sonrientes::cara_feliz_con_ojos_sonrientes::cara_feliz_con_ojos_sonrientes:,0,misc,2,gracias  cara_feliz_con_ojos_sonrientes  cara_feliz_con_ojos_sonrientes  cara_feliz_con_ojos_sonrientes ,5,1.0
2023-01-24 00:00:00,Gracias.,0,misc,1,gracias ,5,1.0
2023-01-24 00:00:00,Muchas gracias :señal_de_aprobación_con_la_mano::señal_de_aprobación_con_la_mano:,0,misc,3,muchas gracias  señal_de_aprobación_con_la_mano  señal_de_aprobación_con_la_mano ,5,1.0
2023-01-24 00:00:00,Gracias por mi premio de boletodorado ya canjee mi tarjeta de regalo,0,misc,12,gracias premio boletodorado canjee tarjeta regalo,5,1.0
2023-01-24 00:00:00,Tío gracias por mi boleto Dorado. Ya por fin me tocó algo.,0,misc,12,tío gracias boleto dorado  fin tocó ,5,1.0
2023-01-24 00:00:00,No mames que buena suee!,0,misc,5,mames buena suee ,5,1.0
2023-01-24 00:00:00,"segundo premio, espero lleguen más",0,misc,5,segundo premio  espero lleguen,5,1.0
2023-01-25 00:00:00,Gracias!!!,0,misc,1,gracias   ,5,1.0
2023-01-25 00:00:00,Gracias :cara_sonriente:,0,misc,2,gracias  cara_sonriente ,5,1.0
2023-01-25 00:00:00,"Hola, esto nos beneficia a los usuarios de",0,misc,8,hola  beneficia usuarios,4,1.0
2023-01-26 00:00:00,Gracias por el apoyo con el seguimiento,0,misc,7,gracias apoyo seguimiento,4,1.0
2023-01-26 00:00:00,Gracias tio hey! Esto nos ayuda bastante.,0,misc,7,gracias tio hey  ayuda bastante ,5,1.0
2023-01-26 00:00:00,Muchas gracias Un mes gratis de,0,misc,6,muchas gracias me gratis,5,1.0
2023-01-27 00:00:00,Muchísimas gracias ya me resolvió. Saludos!,0,misc,6,muchísimas gracias resolvió  saludos ,5,1.0
2023-01-27 00:00:00,Vale gracias :cara_sonriendo_con_ojos_grandes:,0,misc,3,vale gracias  cara_sonriendo_con_ojos_grandes ,5,1.0
2023-01-27 00:00:00,Ya funcionó. Como que se cayo sólo por unos segundos. Estuvo raro. Muchas gracias,0,misc,14,funcionó  cayo sólo segundos  raro  muchas gracias,1,0.0
2023-01-27 00:00:00,Hola les escribí por DM porque tengo un par de dudas con la TDC.Gracias.,1,support,14,hola escribí dm par dudas tdcgracias ,1,0.0
2023-01-27 00:00:00,Gracias por ser pae de el FC Barcelona,0,misc,8,gracias ser pae fc barcelona,5,1.0
2023-01-27 00:00:00,cuando me darán un crédito tradicional ya llevo más de un año con una tarjeta de credito en garantía y he cumplido con mis pagos en tiempo y forma,1,support,29,darán crédito tradicional llevo año tarjeta credito garantía cumplido pagos tiempo forma,4,1.0
2023-01-28 00:00:00,Ok gracias,0,misc,2,ok gracias,5,1.0
2023-01-28 00:00:00,"Despues de estar 1 año probando la tarjeta de Crédito de puedo decir que es muy buena y ni hablar de la cuenta de débito, realmente en temas de seguridad en transacciones, MUY TOP. tqm Hey.",1,misc,36,despues 1 año probando tarjeta crédito puedo decir buena hablar cuenta débito  realmente temas seguridad transacciones  top  tqm hey ,5,1.0
2023-01-28 00:00:00,"Amistad, usa si usas tu tarjeta 6 veces al mes en compras de $100 pesos te vuelves “HeyPro” y tu inversión te da un rendimiento de 10% anual que está súper súper bien con comparación a otros bancos o inveir a 25 años con Allianz a mi me explicó mi prima y suena rebien",1,misc,54,amistad  usa si usa tarjeta 6 veces me compras $ 100 peso vuelves “ heypro ” inversión da rendimiento 10 % anual súper súper bien comparación bancos inveir 25 años allianz explicó prima suena rebien,5,1.0
2023-01-28 00:00:00,Excelente,0,misc,1,excelente,5,1.0
2023-01-29 00:00:00,Me gane 2 premios,0,misc,4,gane 2 premios,2,0.0
2023-01-29 00:00:00,Amiga explícame!!!,0,misc,2,amiga explícame   ,5,1.0
2023-01-30 00:00:00,Muchas gracias por la información!,0,misc,5,muchas gracias información ,5,1.0
2023-01-30 00:00:00,ThankU!,0,misc,1,thanku ,5,1.0
2023-01-30 00:00:00,"Vientos, gracias",0,misc,2,vientos  gracias,5,1.0
2023-01-30 00:00:00,me encantaria presumir mi premio de boleto dorado... Si tan solo existiera...,0,misc,12,encantaria presumir premio boleto dorado  si tan solo existiera ,3,0.0
2023-01-31 00:00:00,me pueden proporcionar el link para invitar a más gente y tener mi beneficio.Gracias,1,support,14,pueden proporcionar link invitar gente tener beneficiogracias,4,1.0
2023-02-01 00:00:00,Gracias :manos_aplaudiendo_tono_de_piel_claro_medio:,0,misc,2,gracias  manos_aplaudiendo_tono_de_piel_claro_medio ,5,1.0
2023-02-01 00:00:00,"Gracias, lo checo",0,misc,3,gracias  checo,5,1.0
2023-02-01 00:00:00,¿Ya no habrá Viaje Financiero del 2022?:cara_desesperada: estaba muy buena esa información,1,support,12,¿ya viaje financiero 2022 ?  cara_desesperada  buena información,1,0.0
2023-02-01 00:00:00,Gracias por el dato y cómo fue soeo :ojos:?,1,support,9,gracias dato cómo soeo  ojos  ?,1,0.0
2023-02-01 00:00:00,"Buen día, como me.pueden ayudar ya que me realizaron un deposito a mi cuenta de credito pero lo necesito a la de crédito",1,support,23,buen día  mepueden ayudar realizaron deposito cuenta credito necesito crédito,5,1.0
2023-02-02 00:00:00,Muchas gracias,0,misc,2,muchas gracias,5,1.0
2023-02-02 00:00:00,Gracias ya se solucionó. Buenas tardes,0,misc,6,gracias solucionó  buenas tardes,5,1.0
2023-02-02 00:00:00,Lo realizaré.Gracias.,0,misc,2,realizarégracias ,4,1.0
2023-02-02 00:00:00,En Diciembre me gane una tarjeta de regalo en Amazon con el ticket dorado de HeyBanco y me compre esto:*se emociona en señora*,0,misc,23,diciembre gane tarjeta regalo amazon ticket dorado heybanco compre  * emociona señora *,5,1.0
2023-02-03 00:00:00,Me funcionó mil gracias,0,misc,4,funcionó mil gracias,5,1.0
2023-02-03 00:00:00,Gracias pero no es necesario. es una buena opción. Hasta el momento no he tenido problemas graves con ellos solo es adaptarme a sus procesos. Pero aún así creo que van por buen camino. Aunque en ocasiones me hagan enojar,1,misc,40,gracias necesario  buena opción  momento problemas graf solo adaptarme procesos  aún así creo van buen camino  aunque ocasiones hagan enojar,4,1.0
2023-02-04 00:00:00,Mmm. te da el rendimiento del 10% Es buena opción.,1,misc,10,mmm  da rendimiento 10 % buena opción ,5,1.0
2023-02-04 00:00:00,Gracias por mi aumento de crédito en mi tarjeta :tarjeta_de_crédito:!! Muy contenta con sus servicios! :palo_de_corazones:,0,misc,16,gracias aumento crédito tarjeta  tarjeta_de_crédito    contenta servicios   palo_de_corazones ,5,1.0
2023-02-05 00:00:00,Hablando de Ajolotes el banco sacara esta tarjeta y me encanto.. :señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio::cara_feliz_con_ojos_sonrientes:,0,misc,12,hablando ajolotes banco sacara tarjeta encanto   señal_de_aprobación_con_la_mano_tono_de_piel_claro_medio  cara_feliz_con_ojos_sonrientes ,5,1.0
2023-02-07 00:00:00,"sería la mejor TDC si se pudiera realizar pagos por adelantado en los meses sin intereses como en otras cuentas, siendo una opción excelente para muchos usuarios",1,misc,27,mejor tdc si pudiera realizar pagos adelantado me intereses cuentas  siendo opción excelente usuarios,5,1.0
2023-02-08 00:00:00,"Casi me rindo cuando no obtuve ayuda del equipo de sopoe, afounadamente alguien aquí me refirió a en twitter Envíale un mensaje privado y me lo arregló, todo gracias a él, contáctalo ahora.",1,misc,33,casi rindo obtuve ayuda equipo sopoe  afounadamente alguien aquí refirió twitter envíale mensaje privado arregló  gracias  contáctalo ahora ,1,0.0
2023-02-08 00:00:00,Gracias por ser el mejor banco :chispas:,0,misc,7,gracias ser mejor banco  chispas ,5,1.0
2023-02-10 00:00:00,"HeyBanco tiene pagarés semanales con 10% anual. O sea, a la semana ya obtienes rendimientos y eso lo puedes reinveir en el siguiente pagaré (de forma automática). Como generas interés compuesto muy rápido, es muchísimo mejor que el 11% anual de CETES.",1,misc,42,heybanco pagarés semanales 10 % anual   semana obtienes rendimientos puedes reinveir siguiente pagaré ( forma automática )  generas interés compuesto rápido  muchísimo mejor 11 % anual cetes ,5,1.0
2023-02-11 00:00:00,gracias,0,misc,1,gracias,5,1.0
2023-02-11 00:00:00,Solucionado. Gracias.,0,misc,2,solucionado  gracias ,5,1.0
2023-02-11 00:00:00,"Alch, hechate unas investigadas de CETES, GMB y Hey+. CETES si ocupas investigar chido pero es muy seguro y Hey+ con HeyBanco es dinero seguro y rapido pero poco.",1,misc,29,alch  hechate unas investigadas cetes  gmb hey+  cetes si ocupas investigar chido seguro hey+ heybanco dinero seguro rapido ,1,0.0
2023-02-11 00:00:00,Excelente servicio de atención a clientes en HeyBanco 10/10,1,misc,9,excelente servicio atención clientes heybanco 10/10,5,1.0
2023-02-11 00:00:00,Por primera vez gané algo en el boleto dorado de mi d'Or los quiero mucho :cara_sonriendo_con_corazones::corazón_negro:,0,misc,16,primera vez gané boleto dorado d'or quiero  cara_sonriendo_con_corazones  corazón_negro ,1,0.0
2023-02-13 00:00:00,Ok muchas gracias :cara_feliz_con_ojos_sonrientes:,0,misc,4,ok muchas gracias  cara_feliz_con_ojos_sonrientes ,5,1.0
2023-02-13 00:00:00,Gracias. Porque tengo una duda,0,misc,5,gracias  duda,5,1.0
2023-02-13 00:00:00,¡Gracias a ti por formar pae de esta gran familia!,0,misc,10,gracias formar pae gran familia ,5,1.0
2023-02-13 00:00:00,"Después de lo de hoy, la vida y mi banco favorito dijeron: ten un tarjeta de regalo para que te eches un Starbucks y te relajes un rato.",1,misc,28,después hoy  vida banco favorito dijeron  ten tarjeta regalo eches starbucks relajes rato ,5,1.0
2023-02-14 00:00:00,100 % recomendado la vdd,1,misc,5,100 % recomendado vdd,5,1.0
2023-02-14 00:00:00,Para ver si eres fit y viable para seguros de vida! XD,0,misc,12,ver si fit viable seguros vida  xd,4,1.0
2023-02-14 00:00:00,"Que interesante lo que encontré en los permisos que utiliza la aplicación de ⁦@heybanco⁩, estaba activada, como para que lo necesitan?",1,support,21,interesante encontré permisos utiliza aplicación ⁦ @ heybanco⁩  activada  necesitan ?,3,0.0
2023-02-15 00:00:00,:cara_de_desaprobación: Gracias :cara_feliz_con_ojos_sonrientes:,0,misc,3, cara_de_desaprobación  gracias  cara_feliz_con_ojos_sonrientes ,1,0.0
2023-02-15 00:00:00,Hola intenta en el teléfono o correo de la imagen. (Con la app la verdad yo no he tenido problemas),1,support,20,hola intenta teléfono correo imagen  ( app verdad problemas ),1,0.0
2023-02-15 00:00:00,hola ocupo ayuda con el cambio de número de celular y con mi token,1,support,14,hola ocupo ayuda cambio número celular token,3,0.0
2023-02-16 00:00:00,"Yo la eh pensado cambiar mi nomina con ellos, la tengo con y muy agusto.Que bueno que me dicen para no sacar tarjeta ahí",1,misc,24,eh pensado cambiar nomina  agustoque bueno dicen sacar tarjeta ahí,1,0.0
2023-02-16 00:00:00,"gracias!!!! ahora, vi algo en relacion a transferencias internacionales... donde veo información?",1,support,12,gracias     ahora  vi relacion transferencias internacionales  veo información ?,1,0.0
2023-02-16 00:00:00,"Pues más vale, la verdad",0,misc,5,pues vale  verdad,5,1.0
2023-02-16 00:00:00,Ya está todo listo..,0,misc,4,listo ,4,1.0
2023-02-17 00:00:00,Me acaba de llegar la constancia fiscal de y el año pasado gané $2400 nomas de tener mi dinero guardado con ellos. 10/10,1,misc,23,acaba llegar constancia fiscal año pasado gané $ 2400 noma tener dinero guardado  10/10,1,0.0
2023-02-17 00:00:00,Jamás al menos la amex la primera anualidad es gratis y te da beneficios por compras el primer año y bonos.,1,misc,21,jamás menos amex primera anualidad gratis da beneficios compras primer año bonos ,5,1.0
2023-02-17 00:00:00,"Gracias por la respuesta, estaré al pendiente",0,misc,7,gracias respuesta  pendiente,1,0.0
2023-02-18 00:00:00,Hola buenas tardes,1,support,3,hola buenas tardes,5,1.0
2023-02-18 00:00:00,"Buen día, muchas gracias! Ya respondí al DM. Me tardé porque pensé que no respondían en la noche hehe",0,misc,19,buen día  muchas gracias  respondí dm  tardé pensé respondían noche hehe,5,1.0
2023-02-20 00:00:00,Gracias,0,misc,1,gracias,5,1.0
2023-02-20 00:00:00,Tqm gracias por poner retiros en cajeros hsbc es el q tengo más cerquita,0,misc,14,tqm gracias poner retiros cajeros hsbc q cerquita,1,0.0
2023-02-21 00:00:00,Hola!!!,0,misc,1,hola   ,3,0.0
2023-02-23 00:00:00,Saludos a,0,misc,2,saludos,4,1.0
2023-02-23 00:00:00,"real esa tarjeta es la neta, en general el banco es 10/10",1,misc,12,real tarjeta neta  general banco 10/10,5,1.0
2023-02-23 00:00:00,":o si tengo cuenta pero nunca pedí la física, la pediré. Gracias por la recomendación :cara_sonriendo_con_corazones::mano_haciendo_el_signo_de_cuernos_tono_de_piel_claro:",1,misc,16, si cuenta nunca pedí física  pediré  gracias recomendación  cara_sonriendo_con_corazones  mano_haciendo_el_signo_de_cuernos_tono_de_piel_claro ,1,0.0
2023-02-23 00:00:00,como puedo inveir con ustedes y como se genera las ganancias para uno,1,support,13,puedo inveir ustedes genus ganancias,5,1.0
2023-02-24 00:00:00,Que bueno que perdí mi tarjeta porque necesitaba una nueva con este diseño.,0,misc,13,bueno perdí tarjeta necesitaba nueva diseño ,3,0.0
2023-02-24 00:00:00,.@heybanco tqm :manos_formando_un_corazón: no solo es de los mejores bancos con su producto TDC o pagarés bancarios (inveir). Además sabe que ando de foráneo y me regalo dinerito en Amazon :cara_de_alivio:con mi boleto dorado,1,misc,34, @ heybanco tqm  manos_formando_un_corazón  solo mejores bancos producto tdc pagarés bancarios ( inveir )  además sabe ando foráneo regalo dinerito amazon  cara_de_alivio  boleto dorado,1,0.0
2023-02-24 00:00:00,"Hola buen día, Al solicitar una tarjeta con diseño nuevo tengo que utilizarla?Recién esta por llegarme la metálica, sin embargo me atraen mucho los diseños como coleccionable… y no quisiera pedir una y perder la metal:cara_pensativa:",1,support,36,hola buen día  solicitar tarjeta diseño nuevo utilizarla ? recién llegarme metálica  embargo atraen diseños coleccionable… quisiera pedir perder metal  cara_pensativa ,3,0.0
2023-02-25 00:00:00,"Gracias, hasta ahorita los amo :corazón_azul:",0,misc,6,gracias  ahorita amo  corazón_azul ,5,1.0
2023-02-26 00:00:00,Gracias bro,0,misc,2,gracias bro,5,1.0
2023-02-26 00:00:00,"Gracias, ya lo envié.",0,misc,4,gracias  envié ,5,1.0
2023-02-26 00:00:00,"Gracias por responder, quedo en espera de la solución al problema.",0,misc,11,gracias responder  quedo espera solución problema ,3,0.0
2023-02-26 00:00:00,yo hice varias transferencias hace rato y todo bien,0,misc,9,hice varias transferencias hace rato bien,4,1.0
2023-02-26 00:00:00,A veces sólo es cuestión de limpiar el chip antes de pasarla! Así he solucionado el inconveniente,0,misc,17,veces sólo cuestión limpiar chip pasarla  así solucionado inconveniente,3,0.0
2023-02-26 00:00:00,Estoy muy contesta de compairles esta colaboración que hice con Hey Banco,0,misc,12,contesta compairles colaboración hice hey banco,5,1.0
2023-02-26 00:00:00,"Ah ya, gracias, mencionas lo evidente sin nada de relevancia, excelente comentario.",0,misc,12,ah  gracias  mencionas evidente relevancia  excelente comentario ,5,1.0
2023-02-26 00:00:00,“Agradecemos tu comprensión” jaja increíble,0,misc,5,“ agradecemos comprensión ” jaja increíble,5,1.0
